producer,release_to_review_time, used_real_name, verified_purchase, rating, helpfulness, number_of_votes, length_of_review_text
Acer,203,1,0,5,0,0,3965
Acer,194,1,0,5,0,0,1096
Acer,82,1,0,4,0,0,1137
Acer,154,0,1,4,0.75,4,356
Acer,176,0,1,5,0,0,160
Acer,205,1,1,3,0,2,545
Acer,119,0,0,5,0.167,12,156
Acer,43,1,0,5,0,2,631
Acer,56,0,0,5,0.8,5,202
Acer,299,0,1,1,0,0,211
Acer,108,0,1,4,1,3,972
Acer,272,0,1,5,0,0,174
Acer,227,1,1,4,1,1,877
Acer,280,0,1,5,0,0,525
Acer,270,0,1,5,0,0,314
Acer,267,0,1,4,0,0,151
Acer,227,0,1,5,0,0,291
Acer,186,0,0,5,0.4,5,158
Acer,28,1,0,5,0.993,145,7141
Acer,12,1,1,5,1,31,2959
Acer,11,0,1,5,0.955,22,877
Acer,12,0,1,5,0.909,11,820
Acer,37,1,1,5,1,6,3111
Acer,47,0,0,5,1,5,1692
Acer,39,1,1,5,1,5,2445
Acer,56,0,1,5,1,3,2834
Acer,42,1,1,5,1,3,613
Acer,42,1,1,5,1,3,1969
Acer,40,0,1,5,1,3,674
Acer,27,1,0,5,1,3,740
Acer,77,1,1,5,1,2,1014
Acer,71,0,1,5,1,2,1672
Acer,63,0,1,4,1,2,2706
Acer,55,1,1,5,1,2,473
Acer,159,0,0,5,1,1,1914
Acer,144,0,1,5,1,1,372
Acer,141,0,0,5,1,1,787
Acer,124,0,0,5,1,1,2156
Acer,111,1,1,5,1,1,539
Acer,108,1,1,4,1,1,321
Acer,107,1,0,5,1,1,940
Acer,102,0,1,5,1,1,2607
Acer,69,1,1,5,1,1,678
Acer,63,1,1,5,1,1,2640
Acer,58,0,0,4,1,1,703
Acer,58,1,1,5,1,1,2748
Acer,45,1,1,5,1,1,1163
Acer,126,0,1,1,0.667,3,230
Acer,37,1,1,5,0.667,3,225
Acer,519,1,0,5,0,0,1988
Acer,279,1,0,5,0,0,4196
Acer,201,1,0,4,0,0,2532
Acer,166,1,0,5,0,0,1315
Acer,111,1,1,4,0,0,424
Acer,49,1,1,5,0,0,570
Acer,45,1,1,5,0,0,613
Acer,87,1,1,1,0.6,5,758
Acer,146,0,0,3,0.5,2,590
Acer,87,0,0,4,0.5,2,1140
Acer,69,1,1,5,0.5,2,187
Acer,31,1,1,1,0.627,51,1208
Acer,62,0,0,5,0,2,171
Acer,116,0,0,3,0,3,1389
Acer,45,0,1,1,0.417,12,1255
Acer,57,0,0,5,0.982,56,1731
Acer,103,0,0,5,1,26,1580
Acer,81,0,0,5,1,18,1621
Acer,96,1,0,5,0.929,14,2132
Acer,111,1,0,4,1,9,948
Acer,129,1,0,5,1,8,1279
Acer,47,1,0,5,0.909,11,390
Acer,337,1,1,5,1,6,7702
Acer,149,0,1,5,1,6,3896
Acer,85,1,1,5,1,4,1182
Acer,142,0,1,1,0.857,7,919
Acer,83,0,0,5,1,3,405
Acer,597,0,1,1,1,2,778
Acer,209,1,0,5,1,2,2812
Acer,180,1,1,5,1,2,1039
Acer,136,1,1,5,1,2,504
Acer,129,1,1,4,1,2,1587
Acer,96,1,0,4,1,2,1347
Acer,573,0,0,4,1,1,767
Acer,483,0,0,3,1,1,771
Acer,354,1,0,5,1,1,590
Acer,325,0,0,4,1,1,2039
Acer,264,1,1,4,1,1,910
Acer,162,0,1,5,1,1,250
Acer,148,1,1,3,0.75,4,1064
Acer,139,1,1,2,0.667,6,861
Acer,523,0,1,2,0.667,3,2721
Acer,904,0,1,4,0,0,113
Acer,707,0,0,3,0,0,2144
Acer,479,0,0,3,0,0,501
Acer,475,1,1,4,0,0,1424
Acer,448,0,0,5,0,0,702
Acer,361,1,1,5,0,0,2177
Acer,141,0,1,5,0,0,661
Acer,134,0,1,4,0,0,1357
Acer,126,1,1,1,0,1,2638
Acer,155,1,1,1,0.333,3,226
Acer,311,1,1,3,0,2,324
Acer,153,1,1,4,0,2,119
Acer,156,1,1,1,0.286,7,161
Acer,97,0,0,3,0.083,12,329
Acer,29,1,0,3,0.308,52,1581
Acer,142,1,0,3,0.063,16,556
Acer,2012,0,1,4,0,2,188
Acer,67,0,1,4,1,16,1819
Acer,60,1,1,4,1,13,1391
Acer,87,1,0,5,1,11,2353
Acer,94,1,0,5,1,7,3034
Acer,120,0,1,4,1,4,1540
Acer,135,0,0,5,1,1,136
Acer,122,0,1,4,1,1,233
Acer,116,0,1,5,1,1,261
Acer,25,0,0,5,0.7,10,638
Acer,520,0,0,2,0,0,1071
Acer,57,1,1,5,1,64,4507
Acer,38,0,0,5,0.973,37,3013
Acer,69,0,1,3,0.963,27,2278
Acer,64,0,1,4,1,11,2082
Acer,100,1,1,2,1,5,4274
Acer,52,1,1,4,1,4,1079
Acer,52,0,1,3,0.8,10,1716
Acer,101,1,1,5,1,3,974
Acer,127,0,0,2,1,2,2386
Acer,110,0,1,5,1,2,734
Acer,58,1,1,5,1,2,687
Acer,67,1,1,4,0.8,5,906
Acer,295,0,1,2,1,1,627
Acer,126,0,1,4,1,1,2498
Acer,111,1,1,5,1,1,1176
Acer,93,0,1,4,1,1,1208
Acer,82,0,1,4,1,1,362
Acer,76,0,1,3,1,1,1214
Acer,72,0,1,4,1,1,811
Acer,51,0,1,5,0.75,4,624
Acer,46,0,1,5,0.75,4,232
Acer,325,0,1,5,0,0,684
Acer,182,0,1,4,0,0,448
Acer,176,0,0,5,0,0,2153
Acer,162,0,1,4,0,0,666
Acer,150,0,1,5,0,0,302
Acer,147,1,1,5,0,0,717
Acer,144,0,1,5,0,0,281
Acer,138,0,1,5,0,0,1100
Acer,134,0,1,5,0,0,329
Acer,132,0,1,5,0,0,142
Acer,127,0,1,5,0,0,202
Acer,121,0,1,5,0,0,564
Acer,120,0,1,5,0,0,212
Acer,117,0,1,5,0,0,726
Acer,115,0,1,5,0,0,164
Acer,107,0,1,4,0,0,276
Acer,94,0,0,3,0,0,355
Acer,81,1,1,5,0,0,185
Acer,53,0,1,3,0.5,2,684
Acer,51,1,1,5,0.5,2,1079
Acer,32,0,1,3,0.615,13,3056
Acer,146,1,1,1,0.5,4,611
Acer,175,0,1,3,0,1,534
Acer,131,0,1,3,0,1,708
Acer,151,0,1,3,0.333,3,237
Acer,119,0,1,1,0.333,3,269
Acer,152,1,1,1,0,2,617
Acer,47,1,1,1,0.526,19,1651
Acer,221,0,1,5,0,0,113
Acer,415,0,0,4,1,4,3109
Acer,1038,0,0,2,1,1,2301
Acer,345,0,0,4,0,0,618
Acer,74,1,0,5,0,0,608
Acer,70,1,1,5,1,7,631
Acer,122,1,1,5,1,2,1392
Acer,113,0,1,5,1,2,2194
Acer,159,1,1,5,0,0,164
Acer,96,0,0,5,1,6,1356
Acer,37,0,1,4,0.941,17,618
Acer,66,0,1,5,0.889,9,658
Acer,191,1,1,5,1,4,2652
Acer,99,0,1,4,1,4,243
Acer,111,1,1,5,1,2,513
Acer,221,1,0,4,0,0,942
Acer,125,0,1,5,0.5,2,96
Acer,276,0,0,2,0,2,193
Acer,322,0,0,1,0,3,403
Acer,172,1,1,5,1,12,1343
Acer,178,0,1,5,1,2,235
Acer,216,0,1,3,0,0,299
Acer,231,0,0,4,1,2,284
Acer,168,1,0,5,1,7,3245
Acer,95,1,1,5,1,20,616
Acer,211,1,1,5,1,10,837
Acer,261,0,1,5,1,8,550
Acer,190,1,1,4,1,6,270
Acer,785,1,0,1,0,0,286
Acer,361,0,1,5,0,0,685
Acer,344,0,0,1,0,6,382
Acer,190,1,1,5,1,1,430
Acer,261,0,1,5,0,0,193
Acer,245,0,1,4,0,0,277
Acer,170,0,1,5,0,0,163
Acer,150,0,1,4,0,0,579
Acer,196,0,0,4,0.5,2,493
Acer,204,0,1,1,0,1,307
Acer,124,0,0,5,0.455,11,92
Acer,179,0,1,4,1,23,851
Acer,173,1,1,3,0.862,29,2172
Acer,229,1,1,4,1,7,1941
Acer,236,0,1,5,1,2,1265
Acer,285,0,1,5,1,1,3588
Acer,257,0,1,5,1,1,736
Acer,256,1,1,4,1,1,1234
Acer,248,0,0,5,1,1,223
Acer,227,0,1,4,1,1,212
Acer,225,1,1,5,1,1,509
Acer,520,0,1,1,0,0,2335
Acer,295,1,1,4,0,0,152
Acer,270,0,0,5,0,0,873
Acer,260,0,1,5,0,0,3895
Acer,259,0,1,5,0,0,650
Acer,245,0,0,5,0,0,710
Acer,244,0,1,4,0,0,1631
Acer,234,0,1,1,0,12,1387
Acer,15,1,0,5,1,17,721
Acer,44,1,0,2,0.8,5,1450
Acer,74,0,1,5,0.929,14,1244
Acer,131,0,1,5,0.667,3,363
Acer,546,0,0,2,0,0,630
Acer,111,1,1,5,0.5,2,244
Acer,93,0,1,5,0,2,87
Acer,104,0,1,3,0,6,266
Acer,86,1,0,1,0.056,18,359
Acer,2199,1,0,5,1,8,760
Acer,2243,0,1,5,1,4,1078
Acer,2198,1,1,5,1,1,164
Acer,2235,1,1,3,0.6,5,802
Acer,22,1,0,4,1,5,3055
Acer,66,1,1,4,1,3,986
Acer,63,1,1,5,0,0,669
Acer,43,1,1,4,0.977,44,2522
Acer,48,1,1,4,0.952,21,1765
Acer,66,0,0,4,0.923,13,1674
Acer,43,1,1,5,0.826,23,2374
Acer,245,0,0,4,0.833,6,1374
Acer,140,0,1,4,1,1,544
Acer,285,1,1,5,0.75,4,1528
Acer,287,1,1,5,0.667,3,1186
Acer,284,0,1,4,0.667,3,1574
Acer,281,0,1,5,0.667,3,691
Acer,257,0,0,4,0.667,3,1825
Acer,194,1,1,4,0.667,3,281
Acer,155,1,1,5,0.667,3,916
Acer,153,0,1,5,0.667,3,932
Acer,151,0,1,5,0.667,3,725
Acer,423,1,1,5,0,0,113
Acer,360,0,1,4,0,0,1563
Acer,119,1,0,4,0,0,795
Acer,279,0,1,5,0.5,2,133
Acer,279,0,1,5,0.5,2,203
Acer,278,0,1,5,0.5,2,247
Acer,214,1,1,3,0.5,2,133
Acer,193,0,1,3,0.615,13,2015
Acer,196,1,0,1,0.6,10,756
Acer,121,0,1,4,0.5,4,837
Acer,72,0,0,5,0.5,4,274
Acer,274,0,1,4,0,1,674
Acer,422,1,0,1,0.333,3,1510
Acer,336,0,0,3,0.333,3,799
Acer,105,1,1,1,0.171,35,324
Acer,20,0,1,5,0.875,16,406
Acer,183,1,1,5,0.75,4,247
Acer,99,1,1,4,0.75,4,469
Acer,604,0,0,1,0,0,636
Acer,191,0,0,1,0.571,7,607
Acer,8,0,1,5,0.968,63,6582
Acer,24,0,0,5,1,25,2785
Acer,18,0,1,4,1,21,2601
Acer,17,1,1,5,1,10,4228
Acer,14,0,1,5,1,7,2678
Acer,42,0,1,4,1,6,5689
Acer,70,0,1,5,1,5,1303
Acer,79,1,1,5,1,4,2286
Acer,35,0,1,5,1,4,607
Acer,33,0,1,5,1,4,316
Acer,71,1,1,5,1,3,487
Acer,71,0,1,5,1,3,821
Acer,62,0,1,4,1,3,684
Acer,45,0,1,5,1,3,543
Acer,99,0,1,3,1,2,118
Acer,61,0,1,5,1,2,2121
Acer,34,1,1,4,1,2,1544
Acer,109,1,1,5,1,1,2738
Acer,66,0,1,5,1,1,1008
Acer,51,0,1,5,1,1,451
Acer,42,0,1,5,1,1,457
Acer,40,0,1,4,1,1,774
Acer,35,1,1,5,1,1,193
Acer,21,0,1,4,0.75,4,113
Acer,185,0,1,5,0,0,549
Acer,172,0,1,3,0,0,1007
Acer,156,0,1,3,0,0,672
Acer,144,0,0,4,0,0,132
Acer,132,0,1,5,0,0,464
Acer,126,1,1,5,0,0,1045
Acer,108,0,1,4,0,0,800
Acer,107,0,1,5,0,0,558
Acer,104,0,1,5,0,0,249
Acer,104,1,0,5,0,0,900
Acer,98,1,1,5,0,0,355
Acer,89,0,1,5,0,0,562
Acer,88,0,1,5,0,0,139
Acer,87,0,1,5,0,0,432
Acer,81,0,1,5,0,0,135
Acer,79,1,1,4,0,0,355
Acer,61,1,1,5,0,0,178
Acer,55,0,1,5,0,0,318
Acer,53,0,1,5,0,0,189
Acer,24,0,0,2,0,0,796
Acer,120,0,1,5,0.5,2,3648
Acer,66,0,1,5,0.5,2,135
Acer,85,0,1,5,0,1,375
Acer,94,0,1,2,0,2,1172
Acer,43,1,1,1,0.5,24,2661
Acer,83,0,1,5,0.4,10,10664
Acer,90,0,0,4,0,3,193
Acer,63,1,0,5,1,57,2636
Acer,49,0,1,5,0.905,42,299
Acer,79,0,0,5,1,17,1519
Acer,68,0,0,4,1,14,860
Acer,79,0,0,4,1,10,2910
Acer,76,0,1,4,1,7,1010
Acer,72,0,1,5,1,6,1124
Acer,139,0,1,4,1,4,1086
Acer,79,0,1,4,1,4,857
Acer,84,0,0,4,1,3,512
Acer,119,0,1,4,1,2,249
Acer,317,0,1,1,1,1,232
Acer,314,0,0,1,1,1,2219
Acer,138,0,1,5,1,1,304
Acer,123,0,1,4,1,1,259
Acer,114,0,0,4,1,1,448
Acer,113,0,1,5,1,1,214
Acer,105,1,1,4,1,1,315
Acer,102,0,0,4,1,1,1421
Acer,91,0,1,4,1,1,523
Acer,78,0,0,1,0.667,3,385
Acer,365,0,1,5,0,0,228
Acer,104,0,1,4,0,0,189
Acer,99,1,1,5,0,0,197
Acer,97,1,1,5,0,0,624
Acer,96,1,1,5,0,0,456
Acer,95,0,1,5,0,0,325
Acer,91,0,1,5,0,0,1357
Acer,90,0,1,5,0,0,152
Acer,182,0,1,1,0.25,4,763
Acer,75,0,1,1,0.455,11,1874
Acer,102,0,1,2,0,4,286
Acer,45,0,1,5,0.979,47,1817
Acer,59,0,1,5,0.964,28,1850
Acer,49,0,1,5,1,16,1422
Acer,76,1,1,5,1,10,3540
Acer,61,0,0,4,1,10,3478
Acer,88,1,1,1,0.792,24,1524
Acer,137,0,1,5,1,4,2285
Acer,82,0,1,5,1,4,1539
Acer,74,1,1,5,0.857,7,3082
Acer,193,0,1,4,1,3,825
Acer,177,0,1,5,1,3,395
Acer,123,0,1,5,1,3,2353
Acer,195,1,0,3,1,2,656
Acer,180,0,1,5,1,2,109
Acer,141,0,1,4,1,2,1717
Acer,379,0,1,5,1,1,165
Acer,232,1,1,5,1,1,962
Acer,219,0,1,5,1,1,922
Acer,157,1,1,4,1,1,1496
Acer,147,0,1,5,1,1,247
Acer,145,0,1,5,1,1,195
Acer,129,1,0,5,0.75,4,1227
Acer,133,0,1,5,0.667,6,616
Acer,488,0,0,3,0,0,3089
Acer,482,0,0,5,0,0,343
Acer,410,0,1,5,0,0,2541
Acer,315,1,0,4,0,0,6178
Acer,219,0,1,4,0,0,238
Acer,209,0,1,4,0,0,625
Acer,162,1,1,5,0,0,591
Acer,152,0,1,5,0,0,115
Acer,128,0,1,5,0,0,195
Acer,126,0,1,5,0,0,75
Acer,126,0,1,5,0,0,241
Acer,93,0,0,5,0,0,1598
Acer,70,0,0,3,0.643,14,2613
Acer,232,0,1,4,0.5,2,506
Acer,135,0,1,5,0.5,2,2364
Acer,114,0,1,4,0.5,2,594
Acer,103,0,1,4,0.5,2,418
Acer,76,0,1,5,0.5,2,959
Acer,336,0,0,3,0.5,4,799
Acer,140,0,1,4,0,1,489
Acer,115,0,1,4,0,1,844
Acer,87,1,1,5,0,1,106
Acer,203,0,0,1,0.25,4,868
Acer,153,0,1,1,0.167,6,425
Acer,148,0,1,5,0.167,12,4142
Acer,29,0,1,4,0.927,41,1961
Acer,50,1,0,5,0.875,16,756
Acer,159,0,1,4,1,6,2586
Acer,104,1,0,3,0.833,12,948
Acer,203,0,1,5,1,1,87
Acer,174,0,1,3,1,1,229
Acer,120,0,0,4,0.75,4,206
Acer,491,0,0,1,0,0,122
Acer,387,0,1,5,0,0,998
Acer,289,0,1,5,0,0,146
Acer,275,0,0,4,0,0,796
Acer,207,0,1,4,0,0,192
Acer,127,1,1,5,0.25,4,441
Acer,38,0,1,5,1,44,2073
Acer,51,0,1,5,1,17,2092
Acer,73,0,0,5,1,6,878
Acer,111,0,1,4,1,3,1120
Acer,85,1,1,4,1,2,1386
Acer,149,0,1,5,1,1,772
Acer,146,1,1,4,1,1,287
Acer,138,1,1,5,1,1,497
Acer,131,0,1,4,1,1,1602
Acer,126,0,1,5,1,1,153
Acer,93,0,1,5,1,1,405
Acer,61,0,1,5,0.75,4,309
Acer,185,0,1,5,0,0,120
Acer,134,0,1,4,0,0,784
Acer,136,0,1,2,0.6,5,1095
Acer,115,1,1,1,0,2,829
Acer,87,0,0,1,0.1,10,711
Acer,113,0,1,5,0.966,29,3162
Acer,87,0,1,5,1,11,923
Acer,43,1,1,5,0.793,29,487
Acer,152,0,1,5,1,3,305
Acer,285,0,1,5,1,2,1104
Acer,222,0,1,5,1,2,395
Acer,162,0,1,5,1,2,547
Acer,138,0,1,5,1,2,115
Acer,203,0,1,5,1,1,265
Acer,170,0,1,5,1,1,453
Acer,103,1,1,1,0.688,16,369
Acer,112,0,1,5,0.667,6,226
Acer,110,0,1,5,0.667,6,199
Acer,494,1,1,1,0,0,940
Acer,421,0,0,5,0,0,447
Acer,326,0,1,5,0,0,134
Acer,287,0,1,1,0,0,363
Acer,199,0,1,5,0,0,133
Acer,7,1,0,5,1,40,1654
Acer,30,1,1,5,1,25,6843
Acer,26,0,1,5,1,14,2455
Acer,18,0,1,5,1,12,1639
Acer,86,0,1,5,1,7,2329
Acer,116,1,0,4,1,4,2072
Acer,16,0,1,5,0.769,13,619
Acer,105,0,0,4,1,2,720
Acer,190,1,0,5,1,1,5232
Acer,153,1,1,4,1,1,280
Acer,112,0,1,4,1,1,2823
Acer,506,1,0,2,0,0,1981
Acer,403,0,0,1,0,0,207
Acer,390,1,1,1,0,0,1399
Acer,383,0,0,5,0,0,2327
Acer,373,1,0,5,0,0,797
Acer,311,1,1,4,0,0,339
Acer,128,1,0,5,0,0,812
Acer,39,0,0,3,0.583,12,653
Acer,413,0,1,1,0,1,1039
Acer,141,0,0,1,0.375,8,229
Acer,114,1,1,1,0.077,13,121
Acer,41,1,1,5,1,9,2244
Acer,69,0,1,5,1,2,1977
Acer,96,0,1,5,1,1,407
Acer,142,1,1,5,0,0,103
Acer,82,0,1,4,0,0,1052
Acer,52,1,1,5,1,14,1477
Acer,36,0,1,5,0.944,18,580
Acer,46,1,1,5,1,8,935
Acer,89,0,1,5,1,4,812
Acer,72,1,1,5,1,4,1457
Acer,119,1,1,4,1,3,1811
Acer,206,0,1,4,1,2,2300
Acer,117,0,0,5,1,1,117
Acer,78,0,1,5,0.75,4,390
Acer,75,0,1,4,0.75,4,2453
Acer,70,0,1,5,0.75,4,551
Acer,17,0,0,5,0.667,9,664
Acer,74,0,1,2,0.667,3,671
Acer,527,0,0,2,0,0,1052
Acer,390,1,0,1,0,0,1530
Acer,206,0,1,4,0,0,1327
Acer,181,0,1,2,0,0,847
Acer,122,1,1,5,0,0,2259
Acer,122,0,1,4,0,0,810
Acer,95,0,1,1,0.545,11,915
Acer,89,0,1,4,0.333,3,103
Acer,81,0,1,2,0,19,813
Acer,330,0,1,5,0,0,180
Acer,68,1,1,5,0,0,125
Acer,92,0,1,5,0.636,11,227
Acer,317,0,1,1,0.333,3,450
Acer,125,0,1,4,0,2,83
Acer,110,1,0,2,0.273,11,441
Acer,41,0,0,5,1,18,5819
Acer,13,1,1,5,1,10,442
Acer,7,0,1,4,0.917,12,1921
Acer,45,1,1,5,1,3,804
Acer,86,0,1,5,1,2,1832
Acer,54,0,1,4,1,2,1366
Acer,87,0,1,5,1,1,570
Acer,73,0,1,5,1,1,852
Acer,53,1,1,5,1,1,442
Acer,52,1,1,5,1,1,548
Acer,17,0,1,5,0.714,7,237
Acer,179,0,1,5,0,0,4950
Acer,79,0,1,3,0,0,530
Acer,74,1,1,5,0,0,870
Acer,97,0,0,2,0,1,529
Acer,85,0,1,4,0,1,2671
Acer,73,0,1,1,0,2,3146
Acer,85,0,0,4,0.929,14,708
Acer,98,0,1,3,0.9,10,1316
Acer,121,0,1,5,1,5,2236
Acer,139,0,1,4,1,2,787
Acer,186,0,1,5,1,1,1613
Acer,179,0,1,2,1,1,622
Acer,115,0,1,5,1,1,374
Acer,223,0,1,5,0,0,127
Acer,219,1,1,4,0,0,608
Acer,208,0,1,4,0,0,386
Acer,97,1,1,5,0.5,2,976
Acer,112,0,1,1,0,7,1833
Acer,15,1,1,4,0.933,15,5652
Acer,55,0,1,3,1,10,4776
Acer,40,0,1,4,1,6,1452
Acer,88,1,1,5,1,5,2219
Acer,22,0,0,5,1,3,1701
Acer,113,1,1,5,1,1,675
Acer,105,0,1,5,1,1,329
Acer,78,1,0,5,1,1,1756
Acer,435,0,1,4,0,0,1071
Acer,412,1,1,5,0,0,3043
Acer,118,0,1,5,0,0,254
Acer,154,0,1,5,1,8,977
Acer,223,0,1,5,1,1,470
Acer,193,1,1,5,1,1,776
Acer,170,0,1,5,1,1,1009
Acer,220,0,1,5,0,0,177
Acer,199,0,1,5,0,0,1140
Acer,191,0,1,5,0,0,187
Acer,176,0,1,4,0,0,210
Acer,168,0,1,4,0.333,3,299
Acer,6,1,0,5,0.857,7,363
Acer,25,0,0,3,0.833,6,608
Acer,93,0,1,5,1,2,538
Acer,82,0,1,5,1,1,558
Acer,15,0,0,5,0.667,3,641
Acer,404,0,1,5,0,0,1391
Acer,329,0,0,5,0,0,233
Acer,13,0,0,5,0.6,5,1440
Acer,156,0,0,4,0,1,818
Acer,124,0,1,4,0,0,2029
Acer,12,1,0,5,1,30,2400
Acer,38,0,0,5,1,11,824
Acer,94,1,0,3,1,6,1252
Acer,59,1,0,5,1,5,1441
Acer,12,0,0,5,0.875,8,407
Acer,41,0,0,5,1,2,743
Acer,508,1,1,5,0,0,528
Acer,335,0,1,5,0,0,235
Acer,332,1,1,4,0,0,1128
Acer,252,1,1,3,0,0,631
Acer,224,0,1,4,0,0,99
Acer,171,0,1,5,0,0,326
Acer,132,1,1,4,0,0,213
Acer,108,1,1,5,0,0,177
Acer,87,1,1,4,0,0,516
Acer,70,0,1,4,0.857,7,379
Acer,284,1,1,5,1,2,239
Acer,121,0,1,5,1,2,381
Acer,489,0,0,1,0,0,434
Acer,450,1,0,3,0,0,410
Acer,379,0,1,2,0,0,370
Acer,328,0,1,1,0,1,162
Acer,234,0,1,3,0,1,108
Acer,119,0,1,2,0,1,726
Acer,76,0,1,4,0.4,5,1742
Acer,251,1,1,5,0,0,844
Acer,229,0,1,5,0,0,101
Acer,1788,1,0,5,1,26,2330
Acer,1800,0,1,5,0.917,12,1546
Acer,1790,0,1,5,1,7,639
Acer,1893,0,0,4,1,3,2533
Acer,1899,0,1,3,0.778,9,3775
Acer,1952,0,0,5,1,1,677
Acer,1848,1,0,4,0.75,4,745
Acer,2400,1,0,5,0,0,591
Acer,2389,0,0,1,0,0,194
Acer,2013,1,0,5,0,0,1176
Acer,1990,0,0,4,0,0,251
Acer,1863,1,1,1,0,9,387
Acer,1803,0,0,2,0,27,282
Acer,300,0,1,5,1,5,272
Acer,407,0,0,5,1,1,2060
Acer,340,1,1,3,0.75,4,286
Acer,343,0,1,4,0.667,3,352
Acer,765,0,1,5,0,0,189
Acer,417,0,1,4,0,0,2364
Acer,305,0,0,5,0.417,12,706
Acer,453,0,1,3,1,1,279
Acer,507,1,1,4,0,0,100
Acer,28,1,0,4,0.636,11,149
Acer,98,0,1,4,1,1,277
Acer,180,0,0,5,0,0,628
Acer,148,0,1,5,0,0,140
Acer,76,1,1,2,0.769,13,851
Acer,156,1,0,1,0,0,454
Acer,128,0,1,4,0,0,793
Acer,126,0,1,4,0,0,533
Acer,97,0,0,3,0,0,155
Acer,95,0,0,4,0,0,577
Acer,3,1,0,4,1,22,1894
Acer,55,1,0,5,1,7,368
Acer,84,0,0,3,1,1,1772
Acer,391,0,0,4,0,1,240
Acer,71,1,0,1,0.375,8,181
Acer,2349,0,1,4,1,1,249
Acer,2367,0,1,4,0,0,74
Acer,2339,1,1,1,0,4,415
Acer,51,0,0,5,1,12,1393
Acer,195,0,1,4,0,0,485
Acer,115,0,1,5,0,0,190
Acer,100,1,1,4,0,0,404
Acer,146,0,1,4,1,4,1524
Acer,113,0,0,2,0.667,9,276
Acer,133,1,1,5,0,0,565
Acer,109,0,1,5,0,0,220
Acer,87,0,1,5,0,1,118
Acer,73,0,1,4,0.667,3,112
Acer,55,1,1,5,0.5,8,104
Acer,115,0,1,4,1,4,6910
Acer,676,0,0,1,1,2,1001
Acer,176,1,1,4,1,1,495
Acer,866,1,0,2,0,0,679
Acer,172,1,1,3,0,0,890
Acer,148,0,1,5,0.333,3,98
Acer,2273,1,0,4,1,3,184
Acer,2115,1,0,4,1,2,616
Acer,2117,1,1,4,0,0,310
Acer,2095,0,0,4,0,0,437
Acer,63,1,0,5,1,1,135
Acer,47,1,1,4,1,1,216
Acer,848,0,1,5,0,0,214
Acer,755,0,0,5,0,0,360
Acer,702,0,0,4,0,0,503
Acer,617,0,0,2,0,0,1813
Acer,574,0,0,1,0,0,389
Acer,395,1,0,5,0,0,1110
Acer,2113,1,1,5,1,3,120
Acer,2134,1,1,5,0.8,5,116
Acer,2687,0,0,3,0,1,349
Acer,2123,1,1,3,0,5,101
Acer,138,1,1,4,1,19,1617
Acer,276,1,1,5,1,1,345
Acer,789,0,0,3,0,0,695
Acer,706,0,0,2,0,1,656
Acer,216,1,1,5,0.125,16,348
Acer,2924,0,1,5,0.5,2,408
Acer,2954,0,1,5,0,1,94
Acer,197,0,1,3,1,1,960
Acer,168,0,1,5,0.75,4,172
Acer,165,1,1,1,0.786,14,1107
Acer,368,0,0,1,1,1,595
Acer,777,0,0,3,0,0,286
Acer,609,0,0,4,0,0,2325
Acer,505,1,0,5,0,0,319
Acer,0,0,0,4,1,7,485
Acer,6,1,0,5,1,2,1062
Acer,90,0,1,5,0,0,1103
Acer,217,1,0,3,0,0,299
Acer,137,0,0,1,0,0,2436
Acer,72,1,0,5,0.5,2,5003
Acer,134,0,0,4,1,1,939
Acer,270,1,0,4,0,0,380
Acer,235,1,0,1,0.5,2,832
Acer,504,0,0,5,0,1,151
Acer,294,0,0,2,0.333,3,254
Acer,2108,1,0,5,0.8,10,798
Acer,2342,0,0,2,1,1,1986
Acer,2202,0,1,5,1,1,281
Acer,256,0,0,5,0,0,228
Acer,233,1,1,5,0,0,472
Acer,172,0,1,5,1,4,644
Acer,452,1,1,4,1,2,389
Acer,333,1,0,5,0,0,1162
Acer,79,0,0,1,0.6,5,1182
Acer,54,1,1,4,0.429,7,99
Acer,9,0,0,5,0.833,12,481
Acer,154,0,1,5,0,0,237
Acer,321,0,1,4,0,0,944
Acer,319,0,0,5,0,0,119
Acer,179,0,0,5,0,0,2484
Acer,68,1,1,3,0.571,7,985
Acer,293,1,0,2,0.8,5,483
Acer,886,0,0,5,1,3,215
Acer,85,0,1,5,1,1,1385
Acer,88,1,0,3,1,2,1139
Acer,769,0,0,1,0,0,590
Acer,184,0,0,1,1,2,455
Acer,468,0,0,5,0,0,959
Acer,467,0,0,4,0,0,812
Acer,85,1,1,4,1,2,808
Acer,1112,0,0,1,0.5,2,2616
Acer,552,1,0,5,0,0,882
Acer,215,1,0,4,0,1,341
Acer,899,1,0,1,1,9,615
Acer,1764,1,0,5,1,1,603
Acer,1691,1,0,5,0,0,426
Acer,1131,1,0,5,0,0,451
Acer,1332,1,0,1,0,2,397
Acer,691,0,0,1,0.5,16,193
Acer,241,0,0,4,1,13,538
Acer,1334,1,0,4,1,1,230
Acer,325,1,0,1,0.176,17,349
Acer,61,1,1,5,1,2,794
Acer,40,0,0,5,1,5,293
Acer,1006,0,0,5,0,0,596
Acer,6,0,0,5,0,0,462
Acer,1028,1,0,5,1,1,565
Acer,603,1,0,5,0,0,571
Acer,812,0,0,4,0,0,658
Alienware,35,0,1,5,0.882,17,402
